0,叶绿体不具有下面哪一项功能：,氮同化,DNA 复制,合成组蛋白,产生 ATP,,C,C. 合成组蛋白
1,蓝藻与光合作用有关的色素有：,"叶绿素 a, 叶绿素 c, 藻胆素","叶绿素 a, 叶绿素 d, 藻胆素","叶绿素 b, 叶绿素 c, 藻胆素","叶绿素 a, 类胡萝卜素, 藻胆素",,D,"D. 叶绿素 a, 类胡萝卜素, 藻胆素"
2,下列哪个有关 PCR 的陈述是不对的：,PCR 需要 DNA 聚合酶,PCR 一般需要在高温下进行,PCR 需要一段 RNA 引物,PCR 需要 DNA 模板,,C,C. PCR 需要一段 RNA 引物
3,秋水仙素的作用位点是：,核膜,微管,微丝,细胞骨架,中间纤维,B,B. 微管
4,哪项有关 II 型限制性内切酶的说法是不对的：,酶切位点一般就在 DNA 识别位点内,酶切后 DNA 分子都有黏性末端,不能切 RNA,来自细菌,,B,B
5,一个胃被切除了人手术几年后出现贫血，可能的原因是：,该病人对维生素 B12 吸收不良,该病人对维生素 B6 吸收不良,该病人对铁吸收不良,该病人对钙吸收不良,,A,A. 该病人对维生素 B12 吸收不良
6,制备单克隆抗体不需要：,B-细胞,T-细胞,肿瘤细胞,融合细胞,,B,B. T-细胞
7,人眼有 3 种视锥细胞，分别对下面哪 3 种颜色最敏感：,蓝，黄，绿,红，蓝，绿,蓝，红，黄,绿，红，黄,,A,答案是：B. 红，蓝，绿
8,测定一个蛋白质分子量时，哪一种方法不常用？,超速离心,电泳,层析,X-光衍射,,D,D. X-光衍射
9,所有进行光合放氧的生物都具有那种色素：,"叶绿素 a, 叶绿素 b","叶绿素 a, 叶绿素 c","叶绿素 a, 类胡萝卜素",叶绿素 a，藻胆素,,C,"答案是：C. 叶绿素 a, 类胡萝卜素"
10,以下哪种物质具有高能键：,磷酸烯醇式丙酮酸,3-磷酸甘油酸,2-磷酸甘油醛,果糖-6-磷酸,,A,A. 磷酸烯醇式丙酮酸
11,葡萄糖酵解的产物是,丙氨酸,丙酮醛,丙酮酸,乳酸,磷酸丙酮酸,C,C. 丙酮酸
12,氧化磷酸化过程中电子传递的主要作用是：,形成质子梯度,将电子传给氧分子,转运磷酸根,排出二氧化碳,,A,A. 形成质子梯度
13,下列哪一项不是细胞凋亡的特征：,细胞凋亡是一种程序化过程,细胞凋亡不引起炎症,DNA 降解,细胞凋亡起源于原核生物,,D,D. 细胞凋亡起源于原核生物
14,对脂肪和蛋白质的消化，下列哪种的作用最强：,唾液,胆汁,胰液,胃液,,C,C. 胰液
15,肌肉收缩时直接能源是：,ATP,磷酸肌酸,葡萄糖,GTP,,A,A. ATP
16,下列哪种氨基酸不是人体必需氨基酸：,赖氨酸,蛋氨酸,谷氨酸,色氨酸,苏氨酸,C,C. 谷氨酸
17,在肾单位中，葡萄糖重吸收部位是：,肾小管各段,远曲小管,肾小球,近曲小管,,D,D. 近曲小管
18,哺乳动物心动周期中，左心室容积最大的时期是：,等容舒张期末,等容舒张期始,心室射血期,心房收缩期,,B,D. 心房收缩期
19,以下哪个有关核仁的说法是错误的：,核仁在有丝分裂中消失,rRNA 合成在核仁进行,tRNA 合成在核仁进行,小核仁可融合成大核仁,,C,C
20,以下哪些参与光合磷酸化：,"P680, P700, P450","P680,P700, 去镁叶绿素","P680, P700, 叶绿素 b","细胞色素 c, 细胞色素 b, NADH",,B,"B. P680,P700, 去镁叶绿素"
21,合成尿素的器官是：,肾脏,肝脏,肌肉,胰脏,脾脏,B,B. 肝脏
